Zip,LatLong,Population
12768,"41.876259, -74.715135","1,030"
13658,"44.743083, -75.279399","2,356"
12454,"42.293523, -74.153428",552
13690,"44.192709, -74.948741","1,139"
14781,"42.161603, -79.601288","2,149"
13757,"42.405103, -74.924223","1,107"
12155,"42.584407, -74.837289","1,742"
12764,"41.591553, -74.995556","1,717"
12928,"43.963848, -73.583301","2,122"
12444,"42.266119, -74.278650",451
14714,"42.289988, -78.241131",345
13136,"42.594572, -75.848430",621
12952,"44.721405, -73.908926",583
13832,"42.668918, -75.686965",675
13682,"43.847665, -75.882700",891
14822,"42.424481, -77.851457","1,130"
14729,"42.408377, -78.743584","1,025"
13355,"42.810450, -75.421645",692
13158,"42.717351, -75.973408","2,036"
12474,"42.323807, -74.583034","1,011"
13630,"44.498619, -75.311532","1,402"
14060,"42.450155, -78.296467",441
13485,"42.757288, -75.333120",945
13040,"42.576696, -75.937895","2,831"
12758,"41.940283, -74.739118","4,339"
13072,"42.761342, -75.751696","1,043"
12455,"42.107292, -74.661592","2,082"
13774,"41.953908, -75.193403",286
12911,"44.535049, -73.468852",35
13315,"42.739121, -75.136119","1,397"
12430,"42.200758, -74.499160","1,129"
13650,"43.819731, -76.217537","1,319"
12986,"44.210474, -74.506616","6,507"
13361,"42.904352, -74.867560",724
14024,"42.567837, -78.234911","1,741"
12967,"44.772993, -74.662821","1,099"
14804,"42.314417, -77.851435","1,522"
13124,"42.661074, -75.823604",135
13342,"42.648851, -75.178643",232
12495,"42.086489, -74.248476",189
12993,"44.193847, -73.489177","1,704"
13813,"42.156382, -75.529955",916
14820,"42.195141, -77.370314",804
14898,"42.053364, -77.429500","1,497"
14783,"42.092205, -78.888593",412
13155,"42.674546, -75.776726",677
13626,"43.844972, -75.739558","2,169"
13320,"42.777805, -74.740798","2,171"
13755,"42.079360, -75.011893","1,126"
14717,"42.361647, -78.179701",779
13679,"44.291541, -75.845822","1,727"
12169,"42.592887, -73.448036",166
12981,"44.627097, -73.845850","2,673"
12406,"42.079963, -74.524062",892
13652,"44.435240, -75.223166","1,931"
12093,"42.497796, -74.628095","1,404"
13621,"44.834567, -75.059261",699
13783,"41.993562, -75.290452","2,497"
13473,"43.646998, -75.441240",759
13640,"44.326315, -75.991361",326
14846,"42.534005, -78.012151",766
12835,"43.311938, -74.012886","2,882"
13739,"42.394254, -74.805810",966
12464,"42.033404, -74.369416","1,173"
13635,"44.286726, -75.280789","1,081"
13681,"44.428046, -75.373133",820
12450,"42.170691, -74.229327",430
12407,"42.323508, -74.333035",469
13618,"44.114766, -76.290981","1,796"
12071,"42.575009, -74.413271",279
13801,"42.505085, -75.776970","1,333"
12912,"44.480950, -73.772496","2,138"
13693,"43.985747, -76.246105",470
13665,"44.048460, -75.434366",827
12421,"42.303606, -74.526124",777
12815,"43.695952, -73.667874",955
12945,"44.342824, -74.251344",736
13489,"43.466569, -75.522386",763
13367,"43.715161, -75.571028","8,435"
12913,"44.437184, -74.009083","1,194"
13782,"42.169631, -74.991294",777
12861,"43.746887, -73.417527",645
13646,"44.446084, -75.674193","2,239"
12469,"42.448595, -74.246097",783
13327,"43.972929, -75.262309","2,148"
14819,"42.224194, -77.441939",755
12076,"42.399716, -74.390523","1,270"
12930,"44.724058, -74.532775",571
14885,"42.046290, -77.567857",780
12932,"44.195277, -73.609298","1,406"
12853,"43.657984, -74.064603","2,082"
12743,"41.577183, -74.836643",303
13756,"42.020509, -75.104278",518
12032,"43.162692, -74.508020",835
12886,"43.648782, -73.909241",84
12017,"42.307012, -73.445561",288
12776,"41.963392, -74.958769","2,473"
14839,"42.147524, -77.627811",728
13324,"43.317924, -74.958912","1,989"
12836,"43.747839, -73.545582",678
14708,"42.019219, -78.063617",171
12194,"42.539253, -74.457529",215
13752,"42.190557, -74.897015",715
12492,"42.216366, -74.355275",281
12970,"44.452573, -74.290050","1,450"
13740,"42.273814, -74.756993",568
12808,"43.760148, -73.715618",285
12410,"42.088220, -74.449697",820
13633,"44.497430, -75.455993",319
12985,"44.564739, -73.715975","1,187"
12843,"43.565104, -73.972748",665
12934,"44.857914, -73.855586","1,126"
12936,"44.264295, -73.400978",479
12870,"43.844949, -73.755934","1,677"
12720,"41.663925, -74.918974",168
12950,"44.318369, -73.581246",749
12424,"42.244523, -74.150286",303
12480,"42.159477, -74.363284",787
12777,"41.561802, -74.709618",781
13648,"44.136851, -75.285638","2,427"
14884,"42.479522, -77.893852",309
12955,"44.798708, -73.951395",401
12810,"43.491968, -73.985941",643
13731,"42.128419, -74.787370","1,275"
14877,"42.059452, -77.684497",651
13639,"44.278730, -75.119383",191
12164,"43.587980, -74.358726",476
12760,"41.903930, -75.107835",729
13420,"43.649537, -74.987135","1,587"
12131,"42.491723, -74.471816",217
12987,"44.327908, -73.846253",326
12923,"44.944581, -73.945816",657
13687,"44.467586, -74.798924",333
13312,"43.696622, -75.194994",689
13470,"43.209651, -74.610052",705
12942,"44.232234, -73.826953",670
12961,"44.061814, -73.581572",171
13475,"42.866228, -74.853412",7
13325,"43.597050, -75.528148",949
13659,"43.738005, -75.863380",544
13454,"43.219835, -74.757700",712
12878,"43.415025, -74.027450",714
12819,"43.591932, -73.520776",364
12874,"43.690560, -73.549746",176
13360,"43.737593, -74.741983",412
12989,"44.520107, -74.069770",853
12427,"42.134193, -74.136697",381
12857,"43.832667, -73.971509",502
12980,"44.560173, -74.589754","1,347"
12842,"43.738345, -74.367058","1,345"
13684,"44.356596, -75.013141",982
13338,"43.510379, -74.982347","1,619"
13437,"43.580307, -75.803859",497
12964,"44.148266, -73.663999",142
12927,"44.256298, -74.868945",258
12108,"43.519619, -74.409206",419
12969,"44.760907, -74.131480",554
12851,"43.846674, -74.059957",366
13670,"44.128070, -75.067813",613
12190,"43.475631, -74.285410",737
12725,"41.983131, -74.569700",260
13436,"43.723006, -74.642094",123
13331,"43.866325, -74.880855",293
12856,"43.710422, -74.166016",224
12943,"44.122759, -73.883514",391
12858,"43.908933, -73.675780",48
13672,"44.403781, -74.645192",367
12852,"44.007172, -74.099920",481
12812,"43.875794, -74.389767",126
12847,"44.000125, -74.563880",723
12139,"43.500184, -74.579588",272
12855,"44.027010, -73.758053",263
13353,"43.447326, -74.694618",151
12922,"44.258049, -74.781866",58
